sudo /home/adhak001/dev/openNetVM_sameer/examples/netml_ml_nf/build/app/bridge -l 12 -n 3 --proc-type=secondary -- -r 2 -n 3 -m 6 --
EAL: Probing VFIO support...
EAL: VFIO support initialized
EAL: PCI device 0000:19:00.0 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.1 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.2 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.3 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:af:00.0 on NUMA socket 1
EAL:   probe driver: 19ee:4000 net_nfp_pf
original instance id 3 
The instance ID of the nf is 3 and associated id 11
NF_3_BATCH_AGG_POOL_NAME
 address 0x17ff35080mempool get retval 0 
Resolved CPU Dev Buffer 
cur_index:1, action:4, destination:0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
60,0,0
350,10638,17192
360,10638,17192
350,10554,16929
360,10554,16929
340,10554,16929
365,10554,16929
340,10554,16929
345,10554,16929
350,10554,16929
360,10554,16666
320,10554,16666
345,10554,16666
340,10554,16929
330,10554,16929
345,10554,16929
325,10554,16929
320,10554,16929
340,10554,16929
340,10554,16929
335,10554,16929
340,10554,16929
335,10554,16929
330,10554,16929
320,10554,16929
345,10554,16929
345,10554,16929
330,10554,16666
335,10470,16929
350,10470,16666
345,10470,16666
345,10470,16666
365,10470,16666
335,10470,16666
365,10470,16666
335,10470,16666
345,10470,16666
330,10470,16666
320,10470,16666
340,10470,16666
335,10470,16666
350,10470,16666
335,10470,16666
340,10470,16666
330,10470,16666
320,10470,16666
340,10470,16666
335,10470,16666
335,10470,16666
340,10470,16666
330,10386,16666
340,10386,16666
335,10386,16666
340,10386,16666
335,10386,16666
335,10386,16666
340,10302,16666
330,10302,16666
355,10302,16666
335,10302,16666
345,10302,16666
340,10302,16666
340,10302,16666
350,10302,16666
345,10302,16666
345,10302,16666
355,10302,16666
360,10302,16666
350,10302,16666
335,10302,16666
335,10302,16666
330,10302,16666
340,10302,16666
355,10302,16666
345,10302,16666
335,10302,16666
365,10302,16666
335,10302,16666
345,10302,16666
365,10302,16666
345,10302,16666
335,10302,16666
335,10302,16666
340,10302,16666
335,10302,16666
340,10302,16666
335,10302,16666
330,10302,16666
350,10302,16666
350,10302,16666
340,10302,16666
330,10302,16666
340,10302,16666
340,10302,16666
320,10302,16666
335,10302,16666
335,10302,16666
330,10302,16666
340,10302,16666
340,10302,16666
335,10302,16666
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
320,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
320,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
320,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
320,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
320,10302,16403
340,10302,16403
340,10302,16403
335,10302,16403
335,10302,16403
330,10302,16403
340,10302,16403
320,10302,16403
345,10302,16403
345,10302,16403
345,10302,16403
345,10302,16403
335,10302,16403
365,10302,16403
340,10302,16403
350,10302,16403
355,10302,16403
350,10302,16403
330,10302,16403
340,10302,16403
335,10302,16403
360,10302,16403
345,10302,16403
330,10302,16403
335,10302,16403
340,10302,16403
335,10302,16403
330,10302,16403
335,10302,16403
350,10302,16403
345,10302,16403
340,10302,16403
350,10302,16403
350,10302,16403
345,10302,16403
350,10302,16403
335,10302,16403
345,10302,16403
350,10302,16403
345,10302,16403
340,10302,16403
365,10302,16403
330,10302,16403
345,10302,16403
325,10302,16403
360,10302,16403
345,10302,16403
340,10302,16403
340,10302,16403
340,10302,16403
345,10302,16403
345,10302,16403
345,10302,16403
340,10302,16403
355,10302,16403
340,10302,16403
340,10302,16403
345,10302,16403
340,10302,16403
350,10302,16403
355,10302,16403
350,10302,16403
355,10302,16403
365,10302,16403
345,10302,16403
345,10302,16403
355,10302,16403
345,10302,16403
350,10302,16403
340,10302,16403
370,10302,16403
345,10302,16403
340,10302,16403
360,10302,16403
360,10386,16403
350,10386,16403
355,10386,16403
330,10386,16403
360,10386,16403
360,10386,16403
360,10386,16403
350,10386,16403
360,10386,16403
360,10386,16403
340,10386,16403
360,10386,16403
360,10386,16403
340,10386,16403
360,10386,16403
360,10386,16403
350,10386,16403
360,10386,16403
360,10386,16403
330,10386,16403
360,10386,16403
360,10386,16403
350,10386,16403
360,10386,16403
360,10386,16403
335,10386,16403
345,10386,16403
360,10386,16403
355,10386,16403
350,10386,16403
345,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
320,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
320,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
320,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
320,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
320,10386,16403
340,10386,16403
335,10386,16403
340,10386,16403
335,10386,16403
330,10386,16403
320,10386,16403
355,10386,16403
345,10386,16403
345,10386,16403
335,10386,16403
340,10386,16403
360,10386,16403
350,10386,16403
330,10386,16403
320,10386,16403
350,10386,16403
320,10386,16403
340,10386,16403
340,10386,16403
330,10386,16403
345,10386,16403
330,10386,16403
330,10386,16403
355,10386,16403
345,10386,16403
340,10386,16403
345,10386,16403
335,10386,16403
335,10386,16403
320,10386,16403
350,10386,16403
350,10386,16403
335,10386,16403
360,10386,16403
335,10386,16403
335,10386,16403
340,10386,16403
345,10386,16403
340,10386,16403
335,10386,16403
350,10386,16403
355,10386,16403
360,10386,16403
340,10386,16403
340,10386,16403
345,10386,16403
360,10386,16403
355,10386,16403
335,10386,16403
345,10386,16403
340,10386,16403
330,10386,16403
355,10386,16403
335,10386,16403
355,10386,16403
350,10386,16403
330,10386,16403
345,10386,16403
340,10386,16403
355,10386,16403
325,10386,16403
340,10386,16403
340,10386,16403
330,10386,16403
320,10386,16403
345,10386,16666
325,10386,16666
340,10386,16666
340,10386,16666
330,10386,16666
320,10386,16666
350,10386,16666
320,10386,16666
340,10386,16666
340,10386,16666
330,10386,16666
320,10386,16666
375,10386,16666
340,10386,16666
360,10386,16666
350,10386,16666
350,10386,16666
345,10386,16666
320,10386,16666
335,10386,16666
330,10386,16666
340,10386,16666
340,10386,16666
335,10386,16666
345,10386,16666
345,10386,16666
330,10386,16666
340,10386,16666
360,10386,16666
335,10386,16666
350,10386,16666
335,10386,16666
340,10386,16666
330,10386,16666
340,10386,16666
335,10386,16666
340,10386,16666
335,10386,16666
330,10386,16666
320,10386,16666
340,10386,16666
335,10386,16666
340,10386,16666
335,10386,16666
330,10386,16666
340,10386,16666
320,10386,16666
335,10386,16666
345,10386,16666
345,10386,16666
350,10386,16666
350,10386,16666
345,10386,16666
330,10386,16666
355,10386,16666
325,10386,16666
340,10386,16666
340,10386,16666
355,10386,16666
345,10386,16666
345,10386,16666
340,10386,16666
335,10386,16666
320,10386,16666
335,10386,16666
340,10386,16666
330,10386,16666
340,10386,16666
335,10386,16666
335,10386,16666
340,10386,16666
330,10386,16666
320,10386,16666
340,10386,16666
335,10386,16666
355,10386,16666
340,10386,16666
340,10386,16666
345,10386,16666
350,10386,16666
330,10386,16666
330,10386,16666
340,10386,16666
350,10386,16666
330,10386,16666
345,10386,16666
330,10386,16666
335,10386,16666
340,10386,16666
320,10386,16666
330,10386,16666
345,10386,16666
340,10386,16666
335,10386,16666
320,10386,16666
335,10386,16666
350,10386,16666
335,10386,16666
335,10386,16666
340,10386,16666
320,10386,16666
330,10386,16666
340,10386,16666
335,10386,16666
335,10386,16666
340,10386,16666
330,10386,16666
340,10386,16666
330,10386,16666
345,10386,16666
335,10386,16666
335,10386,16666
320,10386,16666
340,10386,16666
330,10386,16666
340,10386,16666
335,10386,16666
335,10386,16666
340,10386,16666
330,10386,16666
320,10386,16666
340,10386,16666
335,10386,16666
335,10386,16666
340,10386,16666
340,10386,16666
340,10386,16666
340,10386,16666
360,10386,16666
335,10386,16666
360,10386,16666
320,10386,16666
345,10386,16666
340,10386,16666
340,10386,16666
320,10386,16666
345,10386,16666
325,10386,16666
340,10386,16666
340,10386,16666
330,10386,16666
360,10386,16666
340,10386,16666
345,10386,16666
355,10386,16666
340,10386,16666
360,10386,16666
340,10386,16666
345,10386,16666
350,10386,16666
350,10386,16666
345,10386,16666
365,10386,16666
340,10386,16666
335,10386,16666
345,10386,16666
340,10386,16666
330,10386,16666
345,10386,16666
325,10386,16666
330,10386,16666
335,10386,16666
350,10386,16666
320,10386,16666
335,10386,16666
385,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
400,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
400,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
400,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
400,10386,16666
380,10386,16666
380,10386,16666
380,10386,16666
400,10386,16666
380,10386,16666
380,10386,16666
60,10386,16666
APP: Shutting down...

 NF is Exiting...!
If we reach here, program is ending
