sudo /home/adhak001/dev/openNetVM_sameer/examples/netml_ml_nf/build/app/bridge -l 12 -n 3 --proc-type=secondary -- -r 2 -n 3 -m 6 --
EAL: Probing VFIO support...
EAL: VFIO support initialized
EAL: PCI device 0000:19:00.0 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.1 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.2 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:19:00.3 on NUMA socket 0
EAL:   probe driver: 8086:1572 net_i40e
EAL: PCI device 0000:af:00.0 on NUMA socket 1
EAL:   probe driver: 19ee:4000 net_nfp_pf
original instance id 3 
The instance ID of the nf is 3 and associated id 11
NF_3_BATCH_AGG_POOL_NAME
 address 0x17ff35080mempool get retval 0 
Resolved CPU Dev Buffer 
cur_index:1, action:4, destination:0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
245,11539,19203
360,11473,18522
380,11341,18068
360,11341,17841
380,11341,17841
400,11341,17614
380,11341,17614
380,11341,17387
400,11341,17387
380,11341,17387
395,11341,17387
380,11341,17387
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
400,11341,17160
380,11341,17160
380,11341,17160
400,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
370,11341,16933
395,11341,16933
385,11341,16933
375,11341,16933
385,11341,17160
375,11341,17160
385,11341,17160
375,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
395,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
380,11341,17160
400,11341,17160
400,11341,17160
380,11341,17160
400,11341,16933
380,11341,16933
400,11341,17160
380,11341,16933
400,11341,17160
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
375,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
400,11341,16933
380,11341,16933
200,11341,16933
APP: Shutting down...

 NF is Exiting...!
If we reach here, program is ending
